please list information <UNK> san francisco airport  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airport_name I-airport_name I-airport_name  ,O O O O B-airport_name I-airport_name I-airport_name  
wednesday morning flights between baltimore and newark  ,B-day_name B-period_of_day <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name  
show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at DIGITDIGITDIGITDIGIT  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-connecting <NOTABLE> <NOTABLE> B-city_name I-city_name I-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> <NOTABLE> B-city_name I-city_name I-city_name <NOTABLE> B-integer  ,O O O O O O B-connect O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-depart_time.time  
show me the flights from boston to pittsburgh on wednesday and thursday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name <NOTABLE> B-day_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name  
saturday flights from las vegas to phoenix  ,B-day_name <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name  ,B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name  
list all the airlines that service denver  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  ,O O O O O O B-city_name  
show me all flights arriving to denver from baltimore oakland and boston  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name B-city_name <NOTABLE> B-city_name  ,O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name  
what are fare codes qw and qx  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-fare_basis_code <NOTABLE> B-fare_basis_code  ,O O O O B-fare_basis_code O B-fare_basis_code  
give me the flights from boston to san francisco leaving early today  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-early B-today_relative  ,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_mod B-depart_date.today_relative  
please list the earliest lunch flight from columbus to phoenix  ,<NOTABLE> <NOTABLE> <NOTABLE> B-flight_mod B-meal_description <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-flight_mod B-meal_description O O B-fromloc.city_name O B-toloc.city_name  
can you tell me how to get from the airport in philadelphia to downtown  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE>  ,O O O O O O O O O O O B-fromloc.city_name O O  
what types of ground transportation are there to san francisco airport  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airport_name I-airport_name I-airport_name  ,O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name  
show me all flights from pittsburgh to baltimore on thursday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name  
i 'd like to see the flights from baltimore to philadelphia  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O O O B-fromloc.city_name O B-toloc.city_name  
what is the last flight leaving san francisco going to washington on friday  ,<NOTABLE> <NOTABLE> <NOTABLE> B-last <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O B-depart_date.day_name  
what flights go from chicago to seattle on continental airlines on saturday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-airline_name I-airline_name <NOTABLE> B-day_name  ,O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_date.day_name  
list all nonstop flights from los angeles to pittsburgh which arrive before DIGIT pm on tuesday  ,<NOTABLE> <NOTABLE> B-flight_stop <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-before B-time I-time <NOTABLE> B-day_name  ,O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name  
how can i get from the denver airport to downtown  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airport_name I-airport_name <NOTABLE> <NOTABLE>  ,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O  
can you give me information on transportation from the airport in philadelphia to downtown philadelphia  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-city_name  ,O O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name  
what kinds of planes are used by midway airlines  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name I-airline_name  ,O O O O O O O B-airline_name I-airline_name  
what flights go from boston to orlando  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O B-fromloc.city_name O B-toloc.city_name  
show me all flights from denver to baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
what is fare code h  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-fare_basis_code  ,O O O O B-fare_basis_code  
give me the flights from phoenix to milwaukee on wednesday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name  
i want a flight from los angeles to charlotte that leaves on a weekday morning  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-weekday B-period_of_day  ,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name B-depart_time.period_of_day  
show me all flights from boston to denver which arrive in denver wednesday before noon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-day_name B-before B-time  ,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time  
i 'd like to book the cheapest flight from atlanta to denver on august first  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-cost_relative <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-month_name B-first  ,O O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number  
i would like to fly to denver for under DIGITDIGITDIGIT dollars please show me the <UNK> between pittsburgh and denver  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-under B-fare_amount I-fare_amount <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O B-toloc.city_name O B-cost_relative B-fare_amount I-fare_amount O O O O O O B-fromloc.city_name O B-toloc.city_name  
what are the lowest one way fares from atlanta to denver  ,<NOTABLE> <NOTABLE> <NOTABLE> B-cost_relative B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name  
show me all flights from charlotte  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name  
show me the nonstop flights from nashville to st. louis  ,<NOTABLE> <NOTABLE> <NOTABLE> B-flight_stop <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
what 's the lowest one way fare from pittsburgh to denver  ,<NOTABLE> <NOTABLE> <NOTABLE> B-cost_relative B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name  
give me flights from baltimore to denver on united that offer first class  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-airline_name <NOTABLE> <NOTABLE> B-class_type I-class_type  ,O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O O B-class_type I-class_type  
i need a flight from denver to philadelphia  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
round trip fares new york to san jose  ,B-round_trip I-round_trip <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name I-city_name  ,B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
what is the cheapest one way fare between boston and oakland  ,<NOTABLE> <NOTABLE> <NOTABLE> B-cost_relative B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name  
what flight goes from denver to baltimore first class on united airlines arriving on may seventh  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name B-class_type I-class_type <NOTABLE> B-airline_name I-airline_name <NOTABLE> <NOTABLE> B-month_name B-day_number  ,O O O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type O B-airline_name I-airline_name O O B-arrive_date.month_name B-arrive_date.day_number  
does midwest express serve indianapolis  ,<NOTABLE> B-airline_name <NOTABLE> <NOTABLE> B-city_name  ,O B-airline_name O O B-city_name  
i 'd like to see all the one way flights from denver to pittsburgh  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name  
what flights from chicago to kansas city  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
from sfo to denver  ,<NOTABLE> B-airport_code <NOTABLE> B-city_name  ,O B-fromloc.airport_code O B-toloc.city_name  
nonstop flights denver to kansas city  ,B-flight_stop <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,B-flight_stop O B-toloc.city_name O B-toloc.city_name I-toloc.city_name  
show sunday flights from seattle to chicago  ,<NOTABLE> B-day_name <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name  
please show me the return flights from miami to new york  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-return <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
i 'd like flights going from boston to atlanta leaving on august sixth in the afternoon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-month_name B-day_number <NOTABLE> <NOTABLE> B-period_of_day  ,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O O B-depart_time.period_of_day  
flights from phoenix to las vegas  ,<NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
i need to make reservations from denver to boston  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O B-fromloc.city_name O B-toloc.city_name  
show flights from baltimore to san francisco between DIGIT pm and DIGIT pm on friday  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-time I-time <NOTABLE> B-time I-time <NOTABLE> B-day_name  ,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-depart_date.day_name  
first class price san francisco pittsburgh round trip  ,B-class_type I-class_type <NOTABLE> B-city_name I-city_name B-city_name B-round_trip I-round_trip  ,B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name B-fromloc.city_name B-round_trip I-round_trip  
show me all flights from charlotte to columbus  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
show me the flights from boston to atlanta  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
show me flights from philadelphia to san francisco on wednesdays  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-day_name  ,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name  
what is the cheapest one way fare from boston to baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> B-cost_relative B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name  
give me flights from atlanta to baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O B-fromloc.city_name O B-toloc.city_name  
i need a flight from san diego to indianapolis leaving in the afternoon on tuesday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-period_of_day <NOTABLE> B-day_name  ,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.period_of_day O B-depart_date.day_name  
what flights are there from newark to seattle on saturday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name  
list the nonstop flights early tuesday morning from dallas to atlanta  ,<NOTABLE> <NOTABLE> B-flight_stop <NOTABLE> B-early B-day_name B-period_of_day <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O B-flight_stop O B-arrive_time.period_mod B-arrive_date.day_name B-arrive_time.period_of_day O B-fromloc.city_name O B-toloc.city_name  
give me a list of flights between pittsburgh and baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O O B-fromloc.city_name O B-toloc.city_name  
show me all midwest express flights from detroit to chicago  ,<NOTABLE> <NOTABLE> <NOTABLE> B-airline_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-airline_name O O O B-fromloc.city_name O B-toloc.city_name  
nonstop flights from new york city to las vegas on sunday  ,B-flight_stop <NOTABLE> <NOTABLE> B-city_name I-city_name I-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-day_name  ,B-flight_stop O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_date.day_name  
show me all the flights from denver and all the flights from miami that arrive at baltimore around noon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-around B-time  ,O O O O O O B-fromloc.city_name O O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time  
i need a flight from new york to toronto thursday may six arriving by noon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name B-day_name B-month_name B-six <NOTABLE> B-by B-time  ,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O B-arrive_time.time_relative B-arrive_time.time  
show me all the delta flights leaving or arriving at pittsburgh between DIGITDIGIT and DIGIT in the afternoon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-integer <NOTABLE> B-integer <NOTABLE> <NOTABLE> B-period_of_day  ,O O O O B-airline_name O O O O O B-toloc.city_name O B-depart_time.start_time O B-depart_time.end_time O O B-depart_time.period_of_day  
are there any flights from pittsburgh to boston that leave between noon and DIGIT o'clock  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-time <NOTABLE> B-time I-time  ,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time  
what airlines fly from burbank to denver  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O B-fromloc.city_name O B-toloc.city_name  
please show me all fares for flights from denver to oakland  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O O O B-fromloc.city_name O B-toloc.city_name  
the most expensive flight between boston and philadelphia  ,<NOTABLE> B-cost_relative I-cost_relative <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name  
please give me a flight leaving boston going to washington arriving in washington at DIGIT o'clock in the afternoon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-time I-time <NOTABLE> <NOTABLE> B-period_of_day  ,O O O O O O B-fromloc.city_name O O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day  
what are the prices of the flights from dallas to baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O O O B-fromloc.city_name O B-toloc.city_name  
is there a flight from denver to san francisco on continental airlines leaving after DIGITDIGIT o'clock in the afternoon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-airline_name I-airline_name <NOTABLE> B-after B-time I-time <NOTABLE> <NOTABLE> B-period_of_day  ,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day  
show me all flights from boston to denver which arrive before noon on wednesday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-before B-time <NOTABLE> B-day_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time O B-arrive_date.day_name  
show me the flights from san francisco to boston on august thirty first  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE> B-month_name B-day_number I-day_number  ,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number  
show all flights from baltimore to dallas on monday evening and the cost of each flight  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name B-period_of_day <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  ,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O O O O O  
show me all direct flights from san francisco to boston departing before noon  ,<NOTABLE> <NOTABLE> <NOTABLE> B-direct <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE> B-before B-time  ,O O O B-connect O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time  
what does the abbreviation ua mean  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_code <NOTABLE>  ,O O O O B-airline_code O  
show flights from philadelphia to dallas on saturday  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name  
list all daily flights between boston and oakland using american airlines  ,<NOTABLE> <NOTABLE> B-flight_days <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-airline_name I-airline_name  ,O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name  
what is airline nw  ,<NOTABLE> <NOTABLE> <NOTABLE> B-airline_code  ,O O O B-airline_code  
what is the most expensive flight from dallas to baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> B-cost_relative I-cost_relative <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name  
i would like a flight from washington to boston leaving at DIGITDIGITDIGIT on august twentieth  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-integer <NOTABLE> B-month_name B-day_number  ,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time O B-depart_date.month_name B-depart_date.day_number  
does united airlines have flights between boston and denver  ,<NOTABLE> B-airline_name I-airline_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O B-airline_name I-airline_name O O O B-fromloc.city_name O B-toloc.city_name  
flights from pittsburgh to baltimore between DIGITDIGIT am and DIGIT pm  ,<NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-time I-time <NOTABLE> B-time I-time  ,O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time  
flight numbers from minneapolis to long beach on june twenty six  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-month_name B-day_number I-day_number  ,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number  
list all flights arriving at general mitchell international  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airport_name I-airport_name I-airport_name  ,O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name  
i need flight information between atlanta and boston  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
show me all flights between boston and washington  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
i 'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE>  ,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O O O  
i 'd like a flight tomorrow late from nashville to houston with dinner please  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-today_relative B-late <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-meal_description <NOTABLE>  ,O O O O O B-depart_date.today_relative B-depart_time.period_mod O B-fromloc.city_name O B-toloc.city_name O B-meal_description O  
list the cheapest round trip flights from orlando to kansas city  ,<NOTABLE> <NOTABLE> B-cost_relative B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
what are all the available meals  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-meals  ,O O O O O B-meal  
show me <UNK> first class flights from baltimore to dallas  ,<NOTABLE> <NOTABLE> <NOTABLE> B-class_type I-class_type <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name  
show me all flights from ontario to tacoma one way  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name B-round_trip I-round_trip  ,O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip  
what airlines are ac and as  ,<NOTABLE> <NOTABLE> <NOTABLE> B-airline_code <NOTABLE> B-as  ,O O O B-airline_code O B-airline_code  
could you tell me if delta flight DIGITDIGITDIGIT serves breakfast  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name <NOTABLE> B-integer <NOTABLE> B-meal_description  ,O O O O O B-airline_name O B-flight_number O B-meal_description  
what is the earliest flight leaving boston and going to washington on september third  ,<NOTABLE> <NOTABLE> <NOTABLE> B-flight_mod <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-month_name B-day_number  ,O O O B-flight_mod O O B-fromloc.city_name O O O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number  
